76.08912578,0.304078521,39.6671091
91.0267757,12.58810363,68.04429973
27.78883663,10.28286652,25.03862691
82.71730666,19.00496344,44.21143405
65.96205214,40.12859953,14.39541878
83.00715541,51.49159844,68.57447485
65.66930197,14.18798234,15.46565535
10.48650017,5.166461804,41.93325351
49.85757871,69.22363842,83.34863322
56.04710823,70.12777575,52.27028136
56.31433059,71.52192883,94.57537993
2.445617727,56.18448759,84.04559308
73.21678464,87.19238541,25.29146693
72.24376504,49.3629523,40.33143946
70.92991897,49.3086592,49.52290948
12.15300314,74.01706929,65.66750459
76.86193494,90.56019997,12.7603286
1.955900616,90.29804516,95.31416241
24.9492205,87.75474734,33.57854447
35.73513787,33.10151822,72.66096551
56.84323156,50.52051988,23.76966209
41.3304487,75.18009367,39.43420131
47.42990784,72.12707525,44.23219802
18.82944428,15.08864507,97.56728858
54.60452886,22.65792619,52.70595118
11.77910989,92.71989373,50.43632547
16.22739324,59.3175516,81.20004101
2.25781476,79.91112676,68.46247473
40.86370887,43.89596859,95.19419138
17.38140337,96.60027987,50.90397462
53.79505478,47.5186341,51.76634587
38.4710743,16.91556393,42.87560896
50.59056542,48.51009062,77.53128115
79.35167043,14.80467026,97.2993898
14.79501566,65.74317009,84.39151893
43.68319796,73.07761154,66.74149681
17.84584705,49.87904142,82.1362191
28.88379675,93.43491624,28.75484366
70.17340154,41.50276719,4.51501184
9.910072662,3.620954864,44.48664002
72.1414455,59.6908186,35.16852576
27.91486917,96.03234016,23.61590121
36.01126415,43.73221606,24.62764474
38.29315938,92.01422289,43.99220878
39.142135,60.74387623,75.24154286
24.85603999,84.01506662,91.36516516
40.14884408,66.83839638,58.70583196
31.45635629,32.71938478,5.757808737
2.232407532,0.153851722,85.20822947
16.49915882,6.749125803,40.95826717
1.68309638,68.74702747,45.82462973
51.48820149,72.07668157,73.6530666
14.83901026,34.06790783,9.446562353
21.6922036,75.61764377,93.452707
58.8653097,77.04513314,90.30886744
68.80824072,63.5101453,65.39267233
37.3197818,99.04751559,13.88753185
34.99559971,85.66969339,35.40882235
29.98396182,29.65760159,88.24706131
70.61705914,35.36879954,2.149417302
67.11708099,54.67637052,76.16050545
41.71595589,65.3019916,72.17292071
12.83050617,95.53887058,73.79722116
8.349016575,33.24579572,27.23828195
29.24284531,93.78446484,86.76692477
3.766607317,25.44612887,14.2316808
10.0317116,36.84709287,49.98506701
52.8109547,85.59377475,47.70944183
77.60837264,51.64707907,1.07953304
64.70707642,72.13530517,11.69345613
13.73779909,41.11740742,39.71344457
64.07291312,48.64619303,75.53486609
45.01336909,41.43694905,33.89578111
25.10883958,37.3174196,23.88926435
52.28804558,39.88827209,20.55871489
39.05030796,38.25960292,67.08827955
49.13706989,26.3563082,73.36219111
60.29500095,86.96076,4.63970878
8.925212809,49.41343996,11.31658298
48.53833842,66.23810837,13.01928198
50.71685516,89.84900955,10.6922033
43.59806601,11.6366964,7.460549332
32.40841767,36.51078902,2.141846909
67.07033877,35.01022157,97.0080694
59.66915521,14.59798044,45.62786876
89.10268907,7.924304271,31.13062206
77.71210885,3.136237576,38.4172742
91.81460681,30.50859977,90.3716582
37.23569644,52.66484522,14.45284974
9.67087562,71.99017855,48.43722203
28.95742239,66.42199135,60.19892503
55.80516294,54.70455535,73.55979094
58.24753169,21.10359604,80.27560573
46.69965238,9.429346885,68.2748412
64.23472175,79.94357227,25.97612796
65.53727797,4.827165291,1.7029631
86.60386701,15.99525154,66.98044953
25.27540725,98.5990795,56.14856936
15.05526709,4.471173902,40.22148919
32.15945698,83.78402134,71.10028334
14.52030617,15.83987696,82.22311231
66.32873158,38.36933547,12.85553104
76.35084194,48.32856474,86.27843543
96.93065001,8.407872715,70.12475026
98.2708846,94.6019725,78.01078544
94.42974904,74.32738119,82.45681274
53.84826057,11.99834788,96.56402054
45.10472467,8.275043356,84.25164333
8.62460059,78.52699081,41.3349778
88.79266482,22.97336604,99.44139121
61.33514895,75.54270169,52.68289372
71.43247675,14.44008013,22.55383778
92.07585254,3.739130146,88.14599854
71.24256626,83.19022741,31.18373162
65.31340035,91.70209581,19.7504063
46.76205211,91.64985031,86.03137228
56.08855104,27.15500502,51.70631944
50.6285795,3.349954286,14.39066486
30.61240659,68.00915519,11.07221985
24.53991479,63.15961357,40.14684833
60.0026944,0.466414932,8.298697836
89.6717335,40.38514476,73.61222475
35.04495123,17.60869822,66.5976948
7.238548643,48.06316249,84.95645146
2.751388942,37.0682468,98.06804865
42.28278475,37.84765925,87.48560691
90.89754321,26.51738934,74.98284874
62.34183035,4.820161021,78.94762224
91.22782956,34.96818871,82.22728285
51.11841334,63.05664496,61.77788135
30.35031314,90.31679567,75.26453947
62.75478483,40.46170092,90.41432354
21.7529923,75.75066096,2.561550524
14.91589496,89.10734565,72.36624374
3.193701721,13.17775185,12.3036317
8.982384709,84.130509,43.11645173
14.41349977,6.702747525,3.286759739
47.63441249,17.45699315,11.61077857
95.56291483,37.4924043,5.26083875
26.57675635,72.75144872,65.71801103
4.170127058,18.74668565,11.29864566
73.53684082,72.35407781,18.64093027
81.18543473,50.45783402,51.69425635
81.28409887,91.13261286,11.64415809
89.00028428,91.7276983,40.94572338
7.230028262,68.76689004,38.69501842
55.53655619,57.46616399,63.95596901
51.99530472,56.98755609,68.52410139
2.217809637,83.93139663,80.7135627
53.09329373,91.30940622,19.02595213
24.97724173,94.79231352,52.00254466
85.06148578,80.47208412,54.60228885
49.62688056,81.84659651,47.17942239
48.06467336,82.25471182,38.59550582
94.6416192,0.484966771,9.783998397
73.71076767,20.73197847,63.73256099
51.99214438,73.15800851,47.80250279
90.90560144,28.24449058,24.51424821
15.70782091,62.71943833,22.94887891
49.97416566,17.30490594,18.57896201
85.59037906,19.0952409,28.75713958
57.2176966,27.19461994,37.1045865
77.25884235,29.77822161,61.51432285
59.24141046,85.96703074,42.9849058
97.65961313,21.56340265,55.10153123
88.49996737,31.33162103,64.54611262
47.06809705,43.33181392,33.00314626
85.08317104,40.87799507,70.92841038
13.62248536,0.859068614,59.16655299
62.32050001,48.59773213,23.43835856
89.81996844,22.32995486,38.04347339
61.01357323,90.22509322,77.99734566
93.05232667,26.46998939,58.56829649
73.52214492,74.85656015,87.77365035
58.12234162,57.72489493,25.03773381
28.1575949,54.20606521,61.99668871
10.05849487,21.57164434,32.53685134
25.79672719,88.8220977,84.84530898
55.76655772,80.1309981,9.560393968
9.457131414,65.648115,70.58545051
97.05962284,19.15859235,51.13169134
43.20016056,69.72365179,11.36701174
89.81820831,51.42683902,79.03274692
96.27827841,82.60315543,96.59199636
89.61041109,39.71173847,23.38960682
99.42133534,73.02957857,59.13848059
94.35008066,99.18977579,98.81376387
90.78726552,83.77888715,54.99069082
45.62748549,44.20303559,10.91862955
35.76619502,90.51382393,59.405001
86.78179175,21.69330784,23.02364725
60.26573957,70.95430841,34.68422432
43.6762583,46.52844765,91.94372599
